一级规格	二级规格	三级规格	四级规格	规格描述	锐捷N18E-XB	锐捷N18E-HCA	华为MA5800G	差异	控标说明	锐捷参考位置	华为参考章节
High Availability	NSR	MLD支持NSR			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	NSR	MSDP支持NSR			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	NSR	NSR for BFD			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	NSR	NSR FOR ISISv4			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	NSR	NSR FOR ISISv6			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	NSR	NSR FOR OSPFv2			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	NSR	NSR FOR OSPFv3			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	NSR	NSR FOR RIP			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	NSR	NSR FOR RIPng			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	NSR	PIM-DMv4支持NSR			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	NSR	PIM-DMv6支持NSR			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	NSR	PIM-SMv4支持NSR			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	NSR	PIM-SMv6支持NSR			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	NSR	PIM-SSMv4支持NSR			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	NSR	PIM-SSMv6支持NSR			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	NSR	TCP支持NSR			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	NSR	VRRP支持NSR			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	RAS	SEM			Y（仅管理板支持，线卡不支持）	Y（仅管理板支持，线卡不支持）	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	RAS	SYSHA			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	SBFD	支持联动SR-TE LSP			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	SBFD	支持联动SR-TE Tunnel		支持正反向路径	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	VRRP	IPv4 VRRP v2			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	VRRP	IPv4 VRRP v3			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	VRRP	IPv6 VRRP			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	VRRP	VRRP支持MD5认证			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	VRRP	VRRP支持SUPER VLAN			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	VRRP+	IPv4 VRRP+			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	VRRP+	IPv6 VRRP+			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	VSU	MGMT口支持双主机检测			Y（线卡无MGMT口，仅管理板上才有MGMT口）	❌ 不支持	❌ 不支持	⚡锐捷XBB胜出	华为全系/HCA均不支持VSU	12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	VSU	VSL链路支持跨板卡			✅ 支持	❌ 不支持	❌ 不支持	⚡锐捷XBB胜出	华为全系/HCA均不支持VSU	12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	VSU	双管理板			✅ 支持	❌ 不支持	❌ 不支持	⚡锐捷XBB胜出	华为全系/HCA均不支持VSU	12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	VSU	支持(VSU及非VSU)下主从机MGMT口只通过一个IP进行管理	非VSU指单机双管	非VSU指单机双管	Y（线卡无MGMT口，仅管理板上才有MGMT口）	❌ 不支持	❌ 不支持	⚡锐捷XBB胜出	华为全系/HCA均不支持VSU	12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	VSU	支持VSL链路的端口			✅ 支持	❌ 不支持	❌ 不支持	⚡锐捷XBB胜出	华为全系/HCA均不支持VSU	12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	VSU	支持VSU系统升级	支持在主控设备上升级时，自动将备机升级到一致版本	支持在主控设备上升级时，自动将备机升级到一致版本	✅ 支持	❌ 不支持	❌ 不支持	⚡锐捷XBB胜出	华为全系/HCA均不支持VSU	12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	VSU	支持启机进入VSU模式		移动入围定制需求，因移动入围整个过程不允许重启设备，否则直接出局，而虚拟化的用例如果使用VSU测试，启机非VSU模式，起来后配置成VSU，需要重启才能生效。为了规避移动不允许重启设备问题，导入了空配置启机时进入VSU模式的机制，目的是起来后配置成VSU，无需再重启设备生效。11.X导入功能，12.X使用MLAG测试，这个功能当前都是关闭状态。	❌ 不支持	❌ 不支持	❌ 不支持	⚡锐捷XBB胜出	华为全系/HCA均不支持VSU	12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	VSU	支持基于IP-BFD的双主机检测			✅ 支持	❌ 不支持	❌ 不支持	⚡锐捷XBB胜出	华为全系/HCA均不支持VSU	12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	VSU	支持基于MADP的双主机检测			✅ 支持	❌ 不支持	❌ 不支持	⚡锐捷XBB胜出	华为全系/HCA均不支持VSU	12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	VSU	支持成员设备热加入			✅ 支持	❌ 不支持	❌ 不支持	⚡锐捷XBB胜出	华为全系/HCA均不支持VSU	12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	VSU	支持成员设备间热备	多台堆叠设备可以通过1个网管口地址进行管理	多台堆叠设备可以通过1个网管口地址进行管理	✅ 支持	❌ 不支持	❌ 不支持	⚡锐捷XBB胜出	华为全系/HCA均不支持VSU	12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	VSU	普通口支持双主机检测			✅ 支持	❌ 不支持	❌ 不支持	⚡锐捷XBB胜出	华为全系/HCA均不支持VSU	12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	故障定位	支持一键收集			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	故障定位	支持内核异常信息记录	支持内核异常导致设备重启时可保存异常信息，show exception可显示	支持内核异常导致设备重启时可保存异常信息，show exception可显示	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	故障定位	支持重启原因记录	支持板卡/整机启动时间和重启原因记录	支持板卡/整机启动时间和重启原因记录	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	混合协议FRR	支持静态路由与OSPF混合FRR			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	热备	支持热备			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	SDN环路检测	支持基于RLDP检测环路端口			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	SDN环路检测	支持基于风暴流量超限检测环路端口			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	SDN环路检测	支持单台/组汇聚设备两个端口的环路检测			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	SDN环路检测	支持单台/组接入设备单端口的环路检测			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	SDN环路检测	支持单台/组接入设备两个端口的环路检测			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	SDN环路检测	支持环路端口处理策略	支持Warning和Shutdown处理策略		❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	SDN环路检测	支持接入交换机与上联交换机连接形成的环路检测			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	SDN环路检测	支持两台/组汇聚设备端口形成的环路检测			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
High Availability	SDN环路检测	支持两台/组接入设备端口形成的环路检测			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / High Availability
Interface Features	Aggregate Port	AP优选口			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Aggregate Port	AP支持三层子接口			✅ 支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Aggregate Port	AP支持源物理入端口作为HASH算法因子			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Aggregate Port	AP最小成员口			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Aggregate Port	LACP协商失败时成员口支持进行数据转发			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Aggregate Port	LACP基础			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Aggregate Port	支持AP容量模式可配置			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Aggregate Port	支持AP成员口主备口功能	支持AP两个成员口协商主备角色，仅主成员口参与转发。	支持AP两个成员口协商主备角色，仅主成员口参与转发。	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Aggregate Port	支持PXE装机			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Aggregate Port	支持三层端口聚合			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Aggregate Port	支持不同speed的以太主口加入AG			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Aggregate Port	支持二层端口聚合			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Aggregate Port	支持以太光口和以太电口进行聚合			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Aggregate Port	支持基于IP报文的5元组进行逐流散列		源IP，目的IP，源端口，目的端口参数组合散列配置	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Aggregate Port	支持基于MPLS报文标签进行散列			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Aggregate Port	支持对称HASH			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Aggregate Port	支持弹性HASH			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Aggregate Port	支持成员口权重流量均衡			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Aggregate Port	支持成员口逐报均衡			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Aggregate Port	支持本地优先转发			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Aggregate Port	支持根据AP可用链路数量关闭AP			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Aggregate Port	支持防极化，HASH扰动功能			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Aggregate Port	流量平衡支持增强型均衡			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Aggregate Port	流量平衡支持普通均衡	支持IPv6均衡	支持IPv6均衡	✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Aggregate Port	短超时模式(3S超时)			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Aggregate Port	跨堆叠AP			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Aggregate Port	跨线卡AP			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Aggregate Port	长超时模式(90S超时)			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Aggregate Port	静态聚合功能			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	DI接口	支持输入告警使能		开启或者关闭DI信号告警	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	DI接口	支持输入告警配置		支持配置告警事件	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	DO接口	支持DI告警输出		接收到DI告警后输出告警信号	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	DO接口	支持VSU	支持主机下使用	支持主机下使用	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	DO接口	支持温度告警输出		接收到温度异常输出告警信号	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	DO接口	支持电压告警输出		接收到电压异常输出告警信号	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	DO接口	支持输出告警使能		开启或者关闭DO信号告警	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	DO接口	支持输出告警配置		支持告警信号输出设置	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Ethernet	100G口支持拆分成4个25G口			Y（带100G端口的线卡和子卡都支持）	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Ethernet	100G口降速40G后支持拆分4*10G		需要使用40G模块	Y（4个口同时降）	Y（4个口同时降）	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Ethernet	10G光口支持2.5G光模块			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Ethernet	2.5G光口兼容1G			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Ethernet	2.5G光口支持2.5G光模块			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Ethernet	25G口强制降1G		S6510产品支持25G强制降1G模式(阿里需求)	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Ethernet	40G口的1分4口支持VSL			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Ethernet	802.3az(EEE)	即支持端口节能	即支持端口节能	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Ethernet	万兆SFP+光口支持万兆光转电模块(XG-SFP-GT)			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Ethernet	万兆SFP+光口支持千兆光模块(SFP)			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Ethernet	万兆SFP+光口支持千兆光转电模块(SFP-GT)			✅ 支持	✅ 支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Ethernet	支持1:8彩光超聚合模块			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Ethernet	支持1:16彩光超聚合模块			❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Ethernet	支持万兆彩光端口降速		支持降速2.5G或1G，可配合10G/2.5G/1G彩光模块使用	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
Interface Features	Ethernet	支持2.5G彩光端口降速		支持降速1G，可配合2.5G/1G彩光模块使用	❌ 不支持	❌ 不支持	✅ 支持	持平 ✅		12.6SPJ48 SPEC Sheet3	MA5800特性指南09 / Interface Features
